invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,revenue,year,month,day,day_of_week,hour
551817,21794,CLASSIC FRENCH STYLE BASKET NATURAL,4,2011-05-04 11:50:00,3.95,17974,United Kingdom,15.8,2011,5,4,Wednesday,11
578263,23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,20,2011-11-23 13:27:00,0.79,17422,United Kingdom,15.8,2011,11,23,Wednesday,13
563614,21914,BLUE HARMONICA IN BOX ,240,2011-08-18 08:51:00,1.06,12415,Australia,254.4,2011,8,18,Thursday,8
550939,22224,WHITE LOVEBIRD LANTERN,6,2011-04-21 15:25:00,2.95,16146,United Kingdom,17.700000000000003,2011,4,21,Thursday,15
558870,15056P,EDWARDIAN PARASOL PINK,60,2011-07-04 12:58:00,4.95,14145,United Kingdom,297.0,2011,7,4,Monday,12
572219,22120,WELCOME  WOODEN BLOCK LETTERS,1,2011-10-21 13:17:00,9.95,17463,United Kingdom,9.95,2011,10,21,Friday,13
545334,23230,WRAP ALPHABET DESIGN,25,2011-03-01 16:34:00,0.42,15750,United Kingdom,10.5,2011,3,1,Tuesday,16
578663,21015,DARK BIRD HOUSE TREE DECORATION,24,2011-11-24 16:54:00,0.29,15428,United Kingdom,6.959999999999999,2011,11,24,Thursday,16
564017,22900,SET 2 TEA TOWELS I LOVE LONDON ,6,2011-08-22 11:44:00,3.25,14057,United Kingdom,19.5,2011,8,22,Monday,11
580532,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,120,2011-12-04 15:54:00,2.1,13098,United Kingdom,252.0,2011,12,4,Sunday,15
561005,22584,PACK OF 6 PANNETONE GIFT BOXES,5,2011-07-22 14:53:00,2.55,17961,United Kingdom,12.75,2011,7,22,Friday,14
557569,POST,POSTAGE,2,2011-06-21 10:46:00,18.0,12474,Germany,36.0,2011,6,21,Tuesday,10
559371,23093,SMALL PARISIENNE HEART PHOTO FRAME ,8,2011-07-08 10:20:00,2.49,14264,United Kingdom,19.92,2011,7,8,Friday,10
548659,22718,CARD CAT AND TREE ,12,2011-04-01 14:19:00,0.42,13418,United Kingdom,5.04,2011,4,1,Friday,14
544338,22423,REGENCY CAKESTAND 3 TIER,2,2011-02-18 08:47:00,12.75,12852,United Kingdom,25.5,2011,2,18,Friday,8
574887,21934,SKULL SHOULDER BAG,10,2011-11-07 14:13:00,1.65,13717,United Kingdom,16.5,2011,11,7,Monday,14
566979,23219,LAUREL STAR ANTIQUE SILVER ,12,2011-09-16 09:54:00,1.25,13141,United Kingdom,15.0,2011,9,16,Friday,9
547075,22919,HERB MARKER MINT,12,2011-03-20 14:35:00,0.65,15288,United Kingdom,7.800000000000001,2011,3,20,Sunday,14
581174,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-12-07 15:08:00,4.95,13769,United Kingdom,14.850000000000001,2011,12,7,Wednesday,15
541709,22037,ROBOT BIRTHDAY CARD,12,2011-01-21 11:09:00,0.42,17504,United Kingdom,5.04,2011,1,21,Friday,11
552821,47566,PARTY BUNTING,2,2011-05-11 12:58:00,4.95,18118,United Kingdom,9.9,2011,5,11,Wednesday,12
557468,21916,SET 12 RETRO WHITE CHALK STICKS,3,2011-06-20 13:14:00,0.42,16713,United Kingdom,1.26,2011,6,20,Monday,13
546096,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,2011-03-09 11:59:00,0.55,15502,United Kingdom,79.2,2011,3,9,Wednesday,11
559062,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,2011-07-06 10:09:00,0.39,13253,United Kingdom,4.68,2011,7,6,Wednesday,10
555573,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-06-05 15:46:00,1.25,15349,United Kingdom,2.5,2011,6,5,Sunday,15
547569,21205,MULTICOLOUR 3D BALLS GARLAND,12,2011-03-24 09:50:00,2.55,17491,United Kingdom,30.599999999999998,2011,3,24,Thursday,9
578757,21479,WHITE SKULL HOT WATER BOTTLE ,1,2011-11-25 11:41:00,4.25,12748,United Kingdom,4.25,2011,11,25,Friday,11
538250,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,1,2010-12-10 12:20:00,0.85,18118,United Kingdom,0.85,2010,12,10,Friday,12
576052,22952,60 CAKE CASES VINTAGE CHRISTMAS,3,2011-11-13 14:48:00,0.55,15787,United Kingdom,1.6500000000000001,2011,11,13,Sunday,14
538068,21693,SMALL HAMMERED SILVER CANDLEPOT ,12,2010-12-09 14:05:00,2.95,17978,United Kingdom,35.400000000000006,2010,12,9,Thursday,14
536943,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1,2010-12-03 12:11:00,2.1,17884,United Kingdom,2.1,2010,12,3,Friday,12
575941,22804,PINK HANGING HEART T-LIGHT HOLDER,1,2011-11-13 11:39:00,2.95,16438,United Kingdom,2.95,2011,11,13,Sunday,11
580697,23327,HANGING CLEAR MINI BOTTLE,4,2011-12-05 16:05:00,0.63,15984,United Kingdom,2.52,2011,12,5,Monday,16
550523,22960,JAM MAKING SET WITH JARS,6,2011-04-19 10:08:00,4.25,15594,United Kingdom,25.5,2011,4,19,Tuesday,10
551516,20969,RED FLORAL FELTCRAFT SHOULDER BAG,2,2011-05-01 11:10:00,3.75,14800,United Kingdom,7.5,2011,5,1,Sunday,11
561042,23203,JUMBO BAG DOILEY PATTERNS,10,2011-07-24 12:18:00,2.08,16305,United Kingdom,20.8,2011,7,24,Sunday,12
545514,20982,12 PENCILS TALL TUBE SKULLS,10,2011-03-03 12:06:00,0.85,15053,United Kingdom,8.5,2011,3,3,Thursday,12
578265,22621,TRADITIONAL KNITTING NANCY,12,2011-11-23 13:28:00,1.65,13018,United Kingdom,19.799999999999997,2011,11,23,Wednesday,13
560875,23284,DOORMAT KEEP CALM AND COME IN,4,2011-07-21 15:12:00,7.95,13562,United Kingdom,31.8,2011,7,21,Thursday,15
551277,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2011-04-27 13:06:00,1.25,13637,United Kingdom,7.5,2011,4,27,Wednesday,13
556632,21473,SWEETHEART CREAM STEEL TABLE RECT,2,2011-06-13 15:09:00,19.95,16987,United Kingdom,39.9,2011,6,13,Monday,15
548711,85014B,RED RETROSPOT UMBRELLA,1,2011-04-03 14:24:00,5.95,18116,United Kingdom,5.95,2011,4,3,Sunday,14
542737,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-01-31 15:52:00,2.55,15058,United Kingdom,15.299999999999999,2011,1,31,Monday,15
571328,20726,LUNCH BAG WOODLAND,10,2011-10-17 11:27:00,1.65,12473,Germany,16.5,2011,10,17,Monday,11
547510,85099F,JUMBO BAG STRAWBERRY,10,2011-03-23 13:42:00,1.95,15245,United Kingdom,19.5,2011,3,23,Wednesday,13
555554,22470,HEART OF WICKER LARGE,6,2011-06-05 13:46:00,2.95,13742,United Kingdom,17.700000000000003,2011,6,5,Sunday,13
553556,85204,HANGING WOOD AND FELT FLOWER,3,2011-05-17 16:48:00,0.42,17530,United Kingdom,1.26,2011,5,17,Tuesday,16
567968,23388,WOODLAND MINI BACKPACK,4,2011-09-23 09:44:00,4.15,12546,Spain,16.6,2011,9,23,Friday,9
536538,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2010-12-01 13:54:00,7.95,14594,United Kingdom,7.95,2010,12,1,Wednesday,13
550782,22087,PAPER BUNTING WHITE LACE,10,2011-04-20 13:55:00,2.95,18246,United Kingdom,29.5,2011,4,20,Wednesday,13
581417,47566,PARTY BUNTING,8,2011-12-08 15:01:00,4.95,13013,United Kingdom,39.6,2011,12,8,Thursday,15
572932,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,2011-10-27 10:14:00,7.95,15791,United Kingdom,31.8,2011,10,27,Thursday,10
574677,22981,PANTRY APPLE CORER,1,2011-11-06 12:32:00,1.45,16445,United Kingdom,1.45,2011,11,6,Sunday,12
549745,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-04-12 10:33:00,0.85,13577,United Kingdom,8.5,2011,4,12,Tuesday,10
538507,21098,CHRISTMAS TOILET ROLL,6,2010-12-12 13:26:00,1.25,15547,United Kingdom,7.5,2010,12,12,Sunday,13
561774,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-07-29 12:41:00,3.75,16729,United Kingdom,15.0,2011,7,29,Friday,12
555160,22383,LUNCH BAG SUKI DESIGN ,100,2011-06-01 09:18:00,1.45,14646,Netherlands,145.0,2011,6,1,Wednesday,9
578469,POST,POSTAGE,4,2011-11-24 12:36:00,18.0,12471,Germany,72.0,2011,11,24,Thursday,12
550993,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,2011-04-21 19:51:00,0.85,15810,United Kingdom,8.5,2011,4,21,Thursday,19
561030,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,2011-07-24 11:25:00,1.65,16407,United Kingdom,9.899999999999999,2011,7,24,Sunday,11
581166,23239,SET OF 4 KNICK KNACK TINS POPPIES,5,2011-12-07 14:43:00,1.65,15525,United Kingdom,8.25,2011,12,7,Wednesday,14
573323,22625,RED KITCHEN SCALES,2,2011-10-30 10:54:00,8.5,15708,United Kingdom,17.0,2011,10,30,Sunday,10
561894,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1,2011-07-31 15:00:00,3.75,14456,United Kingdom,3.75,2011,7,31,Sunday,15
567890,23269,SET OF 2 CERAMIC CHRISTMAS TREES,12,2011-09-22 15:40:00,1.45,14125,United Kingdom,17.4,2011,9,22,Thursday,15
542806,22795,SWEETHEART RECIPE BOOK STAND,2,2011-02-01 11:20:00,6.75,12836,United Kingdom,13.5,2011,2,1,Tuesday,11
567905,22633,HAND WARMER UNION JACK,12,2011-09-22 16:37:00,2.1,12952,United Kingdom,25.200000000000003,2011,9,22,Thursday,16
542578,22241,GARLAND WOODEN HAPPY EASTER,12,2011-01-28 14:57:00,1.25,13709,United Kingdom,15.0,2011,1,28,Friday,14
562770,23285,PINK VINTAGE SPOT BEAKER,8,2011-08-09 11:56:00,0.85,17139,United Kingdom,6.8,2011,8,9,Tuesday,11
546753,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2011-03-16 13:00:00,2.55,16383,United Kingdom,2.55,2011,3,16,Wednesday,13
570667,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-10-11 14:33:00,1.65,12362,Belgium,16.5,2011,10,11,Tuesday,14
569722,23392,SPACEBOY ROCKET LOLLY MAKERS,6,2011-10-06 09:31:00,2.08,12431,Australia,12.48,2011,10,6,Thursday,9
567796,22603,CHRISTMAS RETROSPOT TREE WOOD,12,2011-09-22 11:46:00,0.85,16395,United Kingdom,10.2,2011,9,22,Thursday,11
569223,22186,RED STAR CARD HOLDER,5,2011-10-02 13:49:00,1.95,16283,United Kingdom,9.75,2011,10,2,Sunday,13
580119,23494,VINTAGE DOILY DELUXE SEWING KIT ,2,2011-12-01 16:37:00,5.95,17920,United Kingdom,11.9,2011,12,1,Thursday,16
544645,22492,MINI PAINT SET VINTAGE ,36,2011-02-22 11:58:00,0.65,16843,United Kingdom,23.400000000000002,2011,2,22,Tuesday,11
581129,23350,ROLL WRAP VINTAGE SPOT ,12,2011-12-07 12:48:00,1.25,15498,United Kingdom,15.0,2011,12,7,Wednesday,12
578366,20717,STRAWBERRY SHOPPER BAG,10,2011-11-24 10:53:00,1.25,16173,United Kingdom,12.5,2011,11,24,Thursday,10
558536,23102,SILVER HEARTS TABLE DECORATION,12,2011-06-30 12:06:00,0.83,12424,Australia,9.959999999999999,2011,6,30,Thursday,12
579692,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,2011-11-30 14:05:00,0.42,12433,Norway,6.72,2011,11,30,Wednesday,14
536412,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2010-12-01 11:49:00,3.75,17920,United Kingdom,3.75,2010,12,1,Wednesday,11
578808,21494,ROTATING LEAVES T-LIGHT HOLDER,18,2011-11-25 13:23:00,1.25,16327,United Kingdom,22.5,2011,11,25,Friday,13
541510,85059,FRENCH ENAMEL WATER BASIN,1,2011-01-18 16:39:00,3.75,14428,United Kingdom,3.75,2011,1,18,Tuesday,16
539324,22667,RECIPE BOX RETROSPOT ,1,2010-12-16 19:51:00,2.95,14985,United Kingdom,2.95,2010,12,16,Thursday,19
544476,22962,JAM JAR WITH PINK LID,6,2011-02-21 09:58:00,0.85,14796,United Kingdom,5.1,2011,2,21,Monday,9
544610,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-02-22 10:09:00,1.25,16912,United Kingdom,30.0,2011,2,22,Tuesday,10
571279,23406,HOME SWEET HOME KEY HOLDER,1,2011-10-16 12:54:00,6.25,16466,United Kingdom,6.25,2011,10,16,Sunday,12
556443,15056N,EDWARDIAN PARASOL NATURAL,18,2011-06-10 15:28:00,5.95,12712,Germany,107.10000000000001,2011,6,10,Friday,15
562809,22804,CANDLEHOLDER PINK HANGING HEART,1,2011-08-09 15:12:00,2.95,16775,United Kingdom,2.95,2011,8,9,Tuesday,15
537057,22477,WATERING CAN GARDEN MARKER,3,2010-12-05 11:49:00,1.25,15351,United Kingdom,3.75,2010,12,5,Sunday,11
549281,47566,PARTY BUNTING,4,2011-04-07 13:19:00,4.95,17735,United Kingdom,19.8,2011,4,7,Thursday,13
568346,82581,TOILET METAL SIGN,3,2011-09-26 15:28:00,1.25,14096,United Kingdom,3.75,2011,9,26,Monday,15
565748,22623,BOX OF VINTAGE JIGSAW BLOCKS ,9,2011-09-06 12:38:00,5.95,14156,EIRE,53.550000000000004,2011,9,6,Tuesday,12
554985,22555,PLASTERS IN TIN STRONGMAN,12,2011-05-29 12:26:00,1.65,12426,Germany,19.799999999999997,2011,5,29,Sunday,12
537804,72130,COLUMBIAN CANDLE ROUND,12,2010-12-08 13:17:00,0.65,12748,United Kingdom,7.800000000000001,2010,12,8,Wednesday,13
539408,POST,POSTAGE,3,2010-12-17 12:56:00,18.0,12720,Germany,54.0,2010,12,17,Friday,12
561502,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,2011-07-27 14:14:00,7.9,14305,United Kingdom,15.8,2011,7,27,Wednesday,14
537377,22505,MEMO BOARD COTTAGE DESIGN,4,2010-12-06 13:01:00,4.95,15882,United Kingdom,19.8,2010,12,6,Monday,13
540015,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-01-04 11:40:00,3.75,13319,United Kingdom,15.0,2011,1,4,Tuesday,11
575410,22727,ALARM CLOCK BAKELIKE RED ,12,2011-11-09 15:50:00,3.75,17705,United Kingdom,45.0,2011,11,9,Wednesday,15
546091,22937,BAKING MOULD CHOCOLATE CUPCAKES,12,2011-03-09 11:53:00,2.55,14936,Channel Islands,30.599999999999998,2011,3,9,Wednesday,11
572283,21484,CHICK GREY HOT WATER BOTTLE,2,2011-10-23 11:42:00,4.25,15000,United Kingdom,8.5,2011,10,23,Sunday,11
542123,22296,HEART IVORY TRELLIS LARGE,12,2011-01-25 14:44:00,1.65,14299,United Kingdom,19.799999999999997,2011,1,25,Tuesday,14
574477,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2011-11-04 12:21:00,4.95,15453,United Kingdom,4.95,2011,11,4,Friday,12
540539,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,12,2011-01-09 14:42:00,1.65,18260,United Kingdom,19.799999999999997,2011,1,9,Sunday,14
563376,23332,IVORY WICKER HEART LARGE,5,2011-08-16 10:36:00,1.65,15752,United Kingdom,8.25,2011,8,16,Tuesday,10
571824,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,2011-10-19 11:49:00,5.95,12472,Germany,17.85,2011,10,19,Wednesday,11
541784,22083,PAPER CHAIN KIT RETROSPOT,4,2011-01-21 12:37:00,2.95,17277,United Kingdom,11.8,2011,1,21,Friday,12
537781,22359,GLASS JAR KINGS CHOICE,1,2010-12-08 12:46:00,2.95,17341,United Kingdom,2.95,2010,12,8,Wednesday,12
551655,22090,PAPER BUNTING RETROSPOT,1,2011-05-03 12:07:00,2.95,17757,United Kingdom,2.95,2011,5,3,Tuesday,12
557472,21208,PASTEL COLOUR HONEYCOMB FAN,12,2011-06-20 13:27:00,0.39,12432,Norway,4.68,2011,6,20,Monday,13
576339,22938,CUPCAKE LACE PAPER SET 6,1,2011-11-14 15:27:00,4.13,14096,United Kingdom,4.13,2011,11,14,Monday,15
567336,23319,BOX OF 6 MINI 50'S CRACKERS,96,2011-09-19 14:56:00,2.08,12621,Germany,199.68,2011,9,19,Monday,14
551275,22712,CARD DOLLY GIRL ,12,2011-04-27 13:03:00,0.42,13285,United Kingdom,5.04,2011,4,27,Wednesday,13
558107,23091,ZINC HERB GARDEN CONTAINER,2,2011-06-26 15:09:00,6.25,17811,United Kingdom,12.5,2011,6,26,Sunday,15
580865,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,2011-12-06 11:58:00,3.25,17914,United Kingdom,3.25,2011,12,6,Tuesday,11
568060,22555,PLASTERS IN TIN STRONGMAN,2,2011-09-23 13:11:00,1.65,14546,United Kingdom,3.3,2011,9,23,Friday,13
559120,21932,SCANDINAVIAN PAISLEY PICNIC BAG,6,2011-07-06 12:18:00,1.65,16393,United Kingdom,9.899999999999999,2011,7,6,Wednesday,12
548874,22799,SWEETHEART WIRE FRUIT BOWL,2,2011-04-04 15:18:00,8.5,17716,United Kingdom,17.0,2011,4,4,Monday,15
573548,22412,METAL SIGN NEIGHBOURHOOD WITCH ,4,2011-10-31 13:22:00,2.1,13680,United Kingdom,8.4,2011,10,31,Monday,13
540839,22195,LARGE HEART MEASURING SPOONS,2,2011-01-11 15:42:00,1.65,16791,United Kingdom,3.3,2011,1,11,Tuesday,15
554262,75049L,LARGE CIRCULAR MIRROR MOBILE,384,2011-05-23 12:32:00,0.85,17715,United Kingdom,326.4,2011,5,23,Monday,12
569667,21172,PARTY METAL SIGN ,12,2011-10-05 13:42:00,1.45,17521,United Kingdom,17.4,2011,10,5,Wednesday,13
568710,23196,VINTAGE LEAF MAGNETIC NOTEPAD,1,2011-09-28 15:42:00,1.45,14649,United Kingdom,1.45,2011,9,28,Wednesday,15
573542,23263,SET OF 3 WOODEN HEART DECORATIONS,6,2011-10-31 13:03:00,1.25,14702,United Kingdom,7.5,2011,10,31,Monday,13
578852,23266,SET OF 3 WOODEN STOCKING DECORATION,4,2011-11-27 11:12:00,1.25,17841,United Kingdom,5.0,2011,11,27,Sunday,11
578689,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-11-25 09:31:00,2.55,15793,United Kingdom,81.6,2011,11,25,Friday,9
568202,21504,SKULLS GREETING CARD,24,2011-09-25 15:01:00,0.42,15366,United Kingdom,10.08,2011,9,25,Sunday,15
557625,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-06-21 14:23:00,1.65,15159,United Kingdom,16.5,2011,6,21,Tuesday,14
537238,22470,HEART OF WICKER LARGE,3,2010-12-06 10:03:00,2.95,16161,United Kingdom,8.850000000000001,2010,12,6,Monday,10
557015,22627,MINT KITCHEN SCALES,4,2011-06-16 12:11:00,8.5,14735,United Kingdom,34.0,2011,6,16,Thursday,12
550144,22919,HERB MARKER MINT,12,2011-04-14 14:14:00,0.65,16520,United Kingdom,7.800000000000001,2011,4,14,Thursday,14
576254,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-11-14 14:02:00,0.42,16422,United Kingdom,50.4,2011,11,14,Monday,14
559204,21936,RED RETROSPOT PICNIC BAG,100,2011-07-07 11:02:00,2.55,13798,United Kingdom,254.99999999999997,2011,7,7,Thursday,11
578937,22959,WRAP CHRISTMAS VILLAGE,25,2011-11-27 13:03:00,0.42,16592,United Kingdom,10.5,2011,11,27,Sunday,13
578147,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-11-23 11:09:00,1.65,12748,United Kingdom,1.65,2011,11,23,Wednesday,11
543040,22777,GLASS CLOCHE LARGE,1,2011-02-02 17:06:00,8.5,17337,United Kingdom,8.5,2011,2,2,Wednesday,17
560035,21248,DOOR HANGER  MUM + DADS ROOM,12,2011-07-14 13:41:00,1.45,17706,United Kingdom,17.4,2011,7,14,Thursday,13
569220,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-10-02 13:26:00,1.25,16007,United Kingdom,15.0,2011,10,2,Sunday,13
548370,22522,CHILDS GARDEN FORK BLUE ,1,2011-03-30 16:14:00,0.85,15528,United Kingdom,0.85,2011,3,30,Wednesday,16
544068,21908,CHOCOLATE THIS WAY METAL SIGN,1,2011-02-15 14:08:00,2.1,16431,United Kingdom,2.1,2011,2,15,Tuesday,14
544569,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-02-21 12:58:00,2.1,16980,United Kingdom,12.600000000000001,2011,2,21,Monday,12
538199,21467,CHERRY CROCHET FOOD COVER,1,2010-12-10 11:02:00,3.75,14082,United Kingdom,3.75,2010,12,10,Friday,11
550438,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2011-04-18 12:16:00,6.35,15265,United Kingdom,12.7,2011,4,18,Monday,12
543540,22616,PACK OF 12 LONDON TISSUES ,24,2011-02-09 14:44:00,0.29,17412,United Kingdom,6.959999999999999,2011,2,9,Wednesday,14
560453,23209,LUNCH BAG DOILEY PATTERN ,10,2011-07-19 09:52:00,1.65,13209,United Kingdom,16.5,2011,7,19,Tuesday,9
544900,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-02-24 12:41:00,1.25,15121,United Kingdom,15.0,2011,2,24,Thursday,12
553707,48185,DOORMAT FAIRY CAKE,10,2011-05-18 15:26:00,6.75,16843,United Kingdom,67.5,2011,5,18,Wednesday,15
578516,22197,POPCORN HOLDER,20,2011-11-24 13:53:00,0.85,14591,United Kingdom,17.0,2011,11,24,Thursday,13
537780,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,2010-12-08 12:45:00,0.85,17324,United Kingdom,3.4,2010,12,8,Wednesday,12
558760,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,6,2011-07-03 12:38:00,2.1,16918,United Kingdom,12.600000000000001,2011,7,3,Sunday,12
575887,48138,DOORMAT UNION FLAG,6,2011-11-11 14:03:00,8.25,17243,United Kingdom,49.5,2011,11,11,Friday,14
571217,23266,SET OF 3 WOODEN STOCKING DECORATION,12,2011-10-14 13:24:00,1.25,17451,United Kingdom,15.0,2011,10,14,Friday,13
544311,22989,SET 2 PANTRY DESIGN TEA TOWELS,1,2011-02-17 14:19:00,3.25,17841,United Kingdom,3.25,2011,2,17,Thursday,14
580731,90094,NECKLACE+BRACELET SET FRUIT SALAD ,1,2011-12-05 17:36:00,2.55,17383,United Kingdom,2.55,2011,12,5,Monday,17
547972,20727,LUNCH BAG  BLACK SKULL.,50,2011-03-28 16:41:00,1.65,12557,Spain,82.5,2011,3,28,Monday,16
561698,82600,NO SINGING METAL SIGN,12,2011-07-29 10:21:00,2.1,15974,United Kingdom,25.200000000000003,2011,7,29,Friday,10
573404,23439,HAND WARMER RED LOVE HEART,24,2011-10-30 15:50:00,2.1,14295,United Kingdom,50.400000000000006,2011,10,30,Sunday,15
563580,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-08-17 15:53:00,1.69,16706,United Kingdom,13.52,2011,8,17,Wednesday,15
548011,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,100,2011-03-29 11:14:00,2.55,14646,Netherlands,254.99999999999997,2011,3,29,Tuesday,11
579980,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-12-01 11:16:00,4.25,13263,United Kingdom,8.5,2011,12,1,Thursday,11
548188,21174,POTTERING IN THE SHED METAL SIGN,2,2011-03-29 15:12:00,2.08,13263,United Kingdom,4.16,2011,3,29,Tuesday,15
573019,23374,RED SPOT PAPER GIFT BAG,10,2011-10-27 12:33:00,0.82,15145,United Kingdom,8.2,2011,10,27,Thursday,12
546438,22969,HOMEMADE JAM SCENTED CANDLES,96,2011-03-14 09:59:00,1.25,15125,United Kingdom,120.0,2011,3,14,Monday,9
547568,22630,DOLLY GIRL LUNCH BOX,12,2011-03-24 09:50:00,1.95,13341,United Kingdom,23.4,2011,3,24,Thursday,9
568712,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2011-09-28 15:50:00,8.25,17841,United Kingdom,8.25,2011,9,28,Wednesday,15
566967,22594,CHRISTMAS GINGHAM TREE,12,2011-09-15 18:05:00,0.85,16746,United Kingdom,10.2,2011,9,15,Thursday,18
564719,22030,SWALLOWS GREETING CARD,12,2011-08-28 11:55:00,0.42,15325,United Kingdom,5.04,2011,8,28,Sunday,11
561889,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-07-31 13:37:00,1.25,15804,United Kingdom,15.0,2011,7,31,Sunday,13
575840,22564,ALPHABET STENCIL CRAFT,5,2011-11-11 11:56:00,1.25,13137,United Kingdom,6.25,2011,11,11,Friday,11
574909,90099,NECKLACE+BRACELET SET BLUE HIBISCUS,1,2011-11-07 15:40:00,2.55,13673,United Kingdom,2.55,2011,11,7,Monday,15
545696,22804,CANDLEHOLDER PINK HANGING HEART,3,2011-03-06 14:21:00,2.95,15696,United Kingdom,8.850000000000001,2011,3,6,Sunday,14
580959,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-12-06 14:31:00,1.25,14673,United Kingdom,15.0,2011,12,6,Tuesday,14
547504,21242,RED RETROSPOT PLATE ,8,2011-03-23 13:33:00,1.69,12683,France,13.52,2011,3,23,Wednesday,13
549742,22997,TRAVEL CARD WALLET UNION JACK,24,2011-04-12 10:01:00,0.42,12910,United Kingdom,10.08,2011,4,12,Tuesday,10
563935,22470,HEART OF WICKER LARGE,1,2011-08-21 16:24:00,2.95,15547,United Kingdom,2.95,2011,8,21,Sunday,16
550819,82482,WOODEN PICTURE FRAME WHITE FINISH,4,2011-04-20 17:37:00,2.55,17530,United Kingdom,10.2,2011,4,20,Wednesday,17
549588,21096,SET/6 FRUIT SALAD  PAPER PLATES,24,2011-04-11 10:04:00,0.39,12428,Finland,9.36,2011,4,11,Monday,10
539286,20979,36 PENCILS TUBE RED RETROSPOT,16,2010-12-16 16:05:00,1.25,14735,United Kingdom,20.0,2010,12,16,Thursday,16
549099,82600,NO SINGING METAL SIGN,1,2011-04-06 11:07:00,2.1,16241,United Kingdom,2.1,2011,4,6,Wednesday,11
559068,84375,SET OF 20 KIDS COOKIE CUTTERS,1,2011-07-06 10:41:00,2.1,17841,United Kingdom,2.1,2011,7,6,Wednesday,10
537211,47559B,TEA TIME OVEN GLOVE,10,2010-12-05 15:18:00,1.25,16143,United Kingdom,12.5,2010,12,5,Sunday,15
540501,22782,SET 3 WICKER STORAGE BASKETS ,4,2011-01-09 10:43:00,9.95,13162,United Kingdom,39.8,2011,1,9,Sunday,10
576339,22786,CUSHION COVER PINK UNION JACK,1,2011-11-14 15:27:00,15.79,14096,United Kingdom,15.79,2011,11,14,Monday,15
580260,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,2011-12-02 12:36:00,3.75,14085,United Kingdom,15.0,2011,12,2,Friday,12
558237,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-06-27 15:04:00,1.69,12867,United Kingdom,27.04,2011,6,27,Monday,15
548158,22900, SET 2 TEA TOWELS I LOVE LONDON ,8,2011-03-29 13:28:00,2.95,15906,United Kingdom,23.6,2011,3,29,Tuesday,13
574258,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-11-03 13:50:00,1.25,16891,United Kingdom,1.25,2011,11,3,Thursday,13
579154,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,2011-11-28 13:27:00,4.25,17218,United Kingdom,4.25,2011,11,28,Monday,13
568168,23240,SET OF 4 KNICK KNACK TINS DOILY ,2,2011-09-25 12:46:00,4.15,15799,United Kingdom,8.3,2011,9,25,Sunday,12
